Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,day_of_differentiation
SRR11865313,RNA-Seq,107,410053308,PRJNA635600,SAMN15045789,196497698,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414599,GSM4573708,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:51:00Z,1,GSM4573708,Single mESC cell,SRP265084,day 0
SRR11865314,RNA-Seq,100,15318450,PRJNA635600,SAMN15045788,7071164,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414600,GSM4573709,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573709,Single mESC cell,SRP265084,day 0
SRR11865315,RNA-Seq,107,178392550,PRJNA635600,SAMN15045787,84915334,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414601,GSM4573710,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573710,Single mESC cell,SRP265084,day 0
SRR11865316,RNA-Seq,90,4713044,PRJNA635600,SAMN15045786,2273444,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414602,GSM4573711,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573711,Single mESC cell,SRP265084,day 0
SRR11865317,RNA-Seq,99,22421602,PRJNA635600,SAMN15045785,10282186,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414603,GSM4573712,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573712,Single mESC cell,SRP265084,day 0
SRR11865318,RNA-Seq,98,19034036,PRJNA635600,SAMN15045784,8582535,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414604,GSM4573713,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573713,Single mESC cell,SRP265084,day 0
SRR11865319,RNA-Seq,100,16990470,PRJNA635600,SAMN15045783,7911294,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414605,GSM4573714,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573714,Single mESC cell,SRP265084,day 0
SRR11865320,RNA-Seq,107,22985074,PRJNA635600,SAMN15046080,11112475,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414606,GSM4573715,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573715,Single mESC cell,SRP265084,day 0
SRR11865321,RNA-Seq,102,3799082,PRJNA635600,SAMN15046078,1871644,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414607,GSM4573716,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573716,Single mESC cell,SRP265084,day 0
SRR11865322,RNA-Seq,107,445804170,PRJNA635600,SAMN15046077,212425439,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414608,GSM4573717,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:51:00Z,1,GSM4573717,Single mESC cell,SRP265084,day 0
SRR11865323,RNA-Seq,109,238183876,PRJNA635600,SAMN15046076,114621619,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414609,GSM4573718,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:51:00Z,1,GSM4573718,Single mESC cell,SRP265084,day 0
SRR11865324,RNA-Seq,107,365796802,PRJNA635600,SAMN15046075,175221064,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414610,GSM4573719,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:51:00Z,1,GSM4573719,Single mESC cell,SRP265084,day 0
SRR11865325,RNA-Seq,99,15967658,PRJNA635600,SAMN15046074,7382962,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414611,GSM4573720,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573720,Single mESC cell,SRP265084,day 0
SRR11865326,RNA-Seq,100,14108766,PRJNA635600,SAMN15046073,6527713,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414612,GSM4573721,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573721,Single mESC cell,SRP265084,day 0
SRR11865327,RNA-Seq,99,12331214,PRJNA635600,SAMN15046124,5667877,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414613,GSM4573722,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573722,Single mESC cell,SRP265084,day 0
SRR11865328,RNA-Seq,104,16375576,PRJNA635600,SAMN15046123,7531475,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414614,GSM4573723,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573723,Single mESC cell,SRP265084,day 0
SRR11865329,RNA-Seq,103,14010850,PRJNA635600,SAMN15046122,6514755,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414993,GSM4573724,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573724,Single mESC cell,SRP265084,day 0
SRR11865330,RNA-Seq,107,409278604,PRJNA635600,SAMN15046121,194816647,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414994,GSM4573725,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:51:00Z,1,GSM4573725,Single mESC cell,SRP265084,day 0
SRR11865331,RNA-Seq,108,364845810,PRJNA635600,SAMN15046120,175401161,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414995,GSM4573726,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:51:00Z,1,GSM4573726,Single mESC cell,SRP265084,day 0
SRR11865332,RNA-Seq,99,21744002,PRJNA635600,SAMN15046119,10042133,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414996,GSM4573727,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573727,Single mESC cell,SRP265084,day 0
SRR11865333,RNA-Seq,101,9872212,PRJNA635600,SAMN15046118,4593475,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414997,GSM4573728,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573728,Single mESC cell,SRP265084,day 0
SRR11865334,RNA-Seq,100,12625998,PRJNA635600,SAMN15046117,5790545,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414998,GSM4573729,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573729,Single mESC cell,SRP265084,day 0
SRR11865335,RNA-Seq,99,24037818,PRJNA635600,SAMN15046116,11093940,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414999,GSM4573730,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573730,Single mESC cell,SRP265084,day 0
SRR11865336,RNA-Seq,108,614320616,PRJNA635600,SAMN15046115,294204679,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415000,GSM4573731,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:52:00Z,1,GSM4573731,Single mESC cell,SRP265084,day 0
SRR11865337,RNA-Seq,101,18373894,PRJNA635600,SAMN15046114,8591426,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415001,GSM4573732,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573732,Single mESC cell,SRP265084,day 0
SRR11865338,RNA-Seq,100,19590130,PRJNA635600,SAMN15046113,9054688,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415002,GSM4573733,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573733,Single mESC cell,SRP265084,day 0
SRR11865339,RNA-Seq,107,371831040,PRJNA635600,SAMN15046112,177468405,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415003,GSM4573734,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:51:00Z,1,GSM4573734,Single mESC cell,SRP265084,day 0
SRR11865340,RNA-Seq,98,15877162,PRJNA635600,SAMN15046111,7293848,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415004,GSM4573735,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573735,Single mESC cell,SRP265084,day 0
SRR11865341,RNA-Seq,99,21558586,PRJNA635600,SAMN15046110,9798308,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415005,GSM4573736,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573736,Single mESC cell,SRP265084,day 0
SRR11865342,RNA-Seq,98,26173910,PRJNA635600,SAMN15046109,11868133,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415006,GSM4573737,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573737,Single mESC cell,SRP265084,day 0
SRR11865343,RNA-Seq,108,254473240,PRJNA635600,SAMN15046108,121745474,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415007,GSM4573738,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:51:00Z,1,GSM4573738,Single mESC cell,SRP265084,day 0
SRR11865344,RNA-Seq,107,221371276,PRJNA635600,SAMN15046107,106066755,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415008,GSM4573739,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:51:00Z,1,GSM4573739,Single mESC cell,SRP265084,day 0
SRR11865345,RNA-Seq,109,564159050,PRJNA635600,SAMN15046106,267773799,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415553,GSM4573740,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:52:00Z,1,GSM4573740,Single mESC cell,SRP265084,day 0
SRR11865346,RNA-Seq,102,8038576,PRJNA635600,SAMN15046105,3789285,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415554,GSM4573741,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573741,Single mESC cell,SRP265084,day 0
SRR11865347,RNA-Seq,108,282551108,PRJNA635600,SAMN15046104,135158061,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415555,GSM4573742,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:51:00Z,1,GSM4573742,Single mESC cell,SRP265084,day 0
SRR11865348,RNA-Seq,99,17480806,PRJNA635600,SAMN15046103,8051963,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415556,GSM4573743,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573743,Single mESC cell,SRP265084,day 0
SRR11865349,RNA-Seq,107,477322972,PRJNA635600,SAMN15046102,226697430,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415557,GSM4573744,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:51:00Z,1,GSM4573744,Single mESC cell,SRP265084,day 0
SRR11865350,RNA-Seq,101,8382612,PRJNA635600,SAMN15046161,3934944,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415558,GSM4573745,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573745,Single mESC cell,SRP265084,day 0
SRR11865351,RNA-Seq,109,573766662,PRJNA635600,SAMN15046160,273085389,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415559,GSM4573746,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:52:00Z,1,GSM4573746,Single mESC cell,SRP265084,day 0
SRR11865352,RNA-Seq,99,14072562,PRJNA635600,SAMN15046157,6381068,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415560,GSM4573747,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573747,Single mESC cell,SRP265084,day 0
SRR11865353,RNA-Seq,99,15361178,PRJNA635600,SAMN15046156,6968040,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415561,GSM4573748,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573748,Single mESC cell,SRP265084,day 0
SRR11865354,RNA-Seq,100,32198894,PRJNA635600,SAMN15046155,14935496,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415562,GSM4573749,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573749,Single mESC cell,SRP265084,day 0
SRR11865355,RNA-Seq,108,312594226,PRJNA635600,SAMN15046159,150125625,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415563,GSM4573750,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:51:00Z,1,GSM4573750,Single mESC cell,SRP265084,day 0
SRR11865356,RNA-Seq,106,308106820,PRJNA635600,SAMN15046158,146402306,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415564,GSM4573751,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:51:00Z,1,GSM4573751,Single mESC cell,SRP265084,day 0
SRR11865357,RNA-Seq,100,19629638,PRJNA635600,SAMN15046154,9292167,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415565,GSM4573752,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573752,Single mESC cell,SRP265084,day 0
SRR11865358,RNA-Seq,100,12483310,PRJNA635600,SAMN15046153,5808914,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415566,GSM4573753,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573753,Single mESC cell,SRP265084,day 0
SRR11865359,RNA-Seq,108,237961024,PRJNA635600,SAMN15046152,113550864,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415567,GSM4573754,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:51:00Z,1,GSM4573754,Single mESC cell,SRP265084,day 0
SRR11865360,RNA-Seq,100,11091486,PRJNA635600,SAMN15046151,5160168,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415568,GSM4573755,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573755,Single mESC cell,SRP265084,day 0
SRR11865361,RNA-Seq,101,25382252,PRJNA635600,SAMN15046150,11849651,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415985,GSM4573756,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573756,Single mESC cell,SRP265084,day 0
SRR11865362,RNA-Seq,98,19861744,PRJNA635600,SAMN15046149,8910301,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415986,GSM4573757,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573757,Single mESC cell,SRP265084,day 0
SRR11865363,RNA-Seq,99,24127544,PRJNA635600,SAMN15046148,10972338,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415987,GSM4573758,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573758,Single mESC cell,SRP265084,day 0
SRR11865364,RNA-Seq,100,8859452,PRJNA635600,SAMN15046147,4157963,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415988,GSM4573759,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573759,Single mESC cell,SRP265084,day 0
SRR11865365,RNA-Seq,103,45577182,PRJNA635600,SAMN15046146,21578124,Differentiated mESC,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415989,GSM4573760,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573760,Single mESC cell,SRP265084,day 0
SRR11865366,RNA-Seq,108,8802472,PRJNA635600,SAMN15046186,4299883,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415990,GSM4573761,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573761,Single mESC cell,SRP265084,day 0
SRR11865367,RNA-Seq,99,21209062,PRJNA635600,SAMN15046185,9757194,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415991,GSM4573762,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573762,Single mESC cell,SRP265084,day 0
SRR11865368,RNA-Seq,99,19903184,PRJNA635600,SAMN15046184,9248617,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415992,GSM4573763,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573763,Single mESC cell,SRP265084,day 0
SRR11865369,RNA-Seq,106,732030110,PRJNA635600,SAMN15046183,350807281,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415993,GSM4573764,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:52:00Z,1,GSM4573764,Single mESC cell,SRP265084,day 0
SRR11865370,RNA-Seq,99,13276270,PRJNA635600,SAMN15046182,6089701,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415994,GSM4573765,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573765,Single mESC cell,SRP265084,day 0
SRR11865371,RNA-Seq,99,13395396,PRJNA635600,SAMN15046181,6111649,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415995,GSM4573766,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573766,Single mESC cell,SRP265084,day 0
SRR11865372,RNA-Seq,106,47591544,PRJNA635600,SAMN15046180,23002863,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415996,GSM4573767,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:50:00Z,1,GSM4573767,Single mESC cell,SRP265084,day 0
